Days,Well_ID,Oil_Rate,Gas_Rate,Water_Rate,lat,lon
1,Well 1,357 ,0 ,0 ,31.329833,-101.131360
2,Well 1,247 ,0 ,0 ,31.329833,-101.131360
3,Well 1,953 ,0 ,0 ,31.329833,-101.131360
4,Well 1,660 ,111 ,"1,147 ",31.329833,-101.131360
5,Well 1,"1,159 ",303 ,866 ,31.329833,-101.131360
6,Well 1,9 ,151 ,96 ,31.329833,-101.131360
7,Well 1,511 ,376 ,757 ,31.329833,-101.131360
8,Well 1,"1,032 ",562 ,988 ,31.329833,-101.131360
9,Well 1,902 ,478 ,880 ,31.329833,-101.131360
10,Well 1,"1,075 ",464 ,852 ,31.329833,-101.131360
11,Well 1,666 ,461 ,826 ,31.329833,-101.131360
12,Well 1,680 ,470 ,744 ,31.329833,-101.131360
13,Well 1,664 ,511 ,789 ,31.329833,-101.131360
14,Well 1,645 ,469 ,673 ,31.329833,-101.131360
15,Well 1,846 ,455 ,626 ,31.329833,-101.131360
16,Well 1,258 ,447 ,590 ,31.329833,-101.131360
17,Well 1,619 ,445 ,566 ,31.329833,-101.131360
18,Well 1,699 ,431 ,539 ,31.329833,-101.131360
19,Well 1,440 ,381 ,449 ,31.329833,-101.131360
20,Well 1,468 ,317 ,352 ,31.329833,-101.131360
21,Well 1,503 ,351 ,381 ,31.329833,-101.131360
22,Well 1,543 ,386 ,382 ,31.329833,-101.131360
23,Well 1,614 ,380 ,367 ,31.329833,-101.131360
24,Well 1,457 ,382 ,362 ,31.329833,-101.131360
25,Well 1,545 ,390 ,370 ,31.329833,-101.131360
26,Well 1,562 ,400 ,383 ,31.329833,-101.131360
27,Well 1,580 ,410 ,417 ,31.329833,-101.131360
28,Well 1,579 ,405 ,387 ,31.329833,-101.131360
29,Well 1,562 ,389 ,386 ,31.329833,-101.131360
30,Well 1,556 ,389 ,362 ,31.329833,-101.131360
31,Well 1,541 ,376 ,346 ,31.329833,-101.131360
32,Well 1,536 ,363 ,339 ,31.329833,-101.131360
33,Well 1,517 ,400 ,343 ,31.329833,-101.131360
34,Well 1,389 ,390 ,356 ,31.329833,-101.131360
35,Well 1,614 ,403 ,319 ,31.329833,-101.131360
36,Well 1,527 ,383 ,333 ,31.329833,-101.131360
37,Well 1,486 ,400 ,314 ,31.329833,-101.131360
38,Well 1,896 ,404 ,321 ,31.329833,-101.131360
39,Well 1,128 ,412 ,309 ,31.329833,-101.131360
40,Well 1,516 ,444 ,318 ,31.329833,-101.131360
41,Well 1,507 ,462 ,331 ,31.329833,-101.131360
42,Well 1,495 ,453 ,367 ,31.329833,-101.131360
43,Well 1,465 ,435 ,304 ,31.329833,-101.131360
44,Well 1,480 ,440 ,315 ,31.329833,-101.131360
45,Well 1,486 ,444 ,309 ,31.329833,-101.131360
46,Well 1,476 ,463 ,318 ,31.329833,-101.131360
47,Well 1,474 ,474 ,322 ,31.329833,-101.131360
48,Well 1,472 ,464 ,290 ,31.329833,-101.131360
49,Well 1,370 ,430 ,283 ,31.329833,-101.131360
50,Well 1,432 ,404 ,248 ,31.329833,-101.131360
51,Well 1,415 ,409 ,249 ,31.329833,-101.131360
52,Well 1,432 ,409 ,249 ,31.329833,-101.131360
53,Well 1,395 ,411 ,237 ,31.329833,-101.131360
54,Well 1,460 ,400 ,223 ,31.329833,-101.131360
55,Well 1,398 ,411 ,232 ,31.329833,-101.131360
56,Well 1,428 ,453 ,270 ,31.329833,-101.131360
57,Well 1,413 ,450 ,238 ,31.329833,-101.131360
58,Well 1,415 ,506 ,285 ,31.329833,-101.131360
59,Well 1,426 ,552 ,278 ,31.329833,-101.131360
60,Well 1,264 ,306 ,357 ,31.329833,-101.131360
61,Well 1,272 ,517 ,180 ,31.329833,-101.131360
62,Well 1,0 ,7 ,0 ,31.329833,-101.131360
63,Well 1,0 ,0 ,0 ,31.329833,-101.131360
64,Well 1,554 ,168 ,253 ,31.329833,-101.131360
65,Well 1,654 ,469 ,302 ,31.329833,-101.131360
66,Well 1,508 ,515 ,275 ,31.329833,-101.131360
67,Well 1,663 ,768 ,400 ,31.329833,-101.131360
68,Well 1,667 ,"1,213 ",367 ,31.329833,-101.131360
69,Well 1,870 ,"1,133 ",494 ,31.329833,-101.131360
70,Well 1,225 ,"1,074 ",458 ,31.329833,-101.131360
71,Well 1,513 ,"1,112 ",448 ,31.329833,-101.131360
72,Well 1,486 ,"1,065 ",407 ,31.329833,-101.131360
73,Well 1,471 ,"1,026 ",396 ,31.329833,-101.131360
74,Well 1,451 ,968 ,374 ,31.329833,-101.131360
75,Well 1,439 ,978 ,362 ,31.329833,-101.131360
76,Well 1,278 ,516 ,189 ,31.329833,-101.131360
77,Well 1,470 ,830 ,409 ,31.329833,-101.131360
78,Well 1,429 ,"1,081 ",373 ,31.329833,-101.131360
79,Well 1,395 ,780 ,321 ,31.329833,-101.131360
80,Well 1,390 ,477 ,329 ,31.329833,-101.131360
81,Well 1,412 ,"1,006 ",362 ,31.329833,-101.131360
82,Well 1,410 ,981 ,344 ,31.329833,-101.131360
83,Well 1,360 ,925 ,323 ,31.329833,-101.131360
84,Well 1,389 ,983 ,320 ,31.329833,-101.131360
85,Well 1,374 ,947 ,316 ,31.329833,-101.131360
86,Well 1,372 ,895 ,309 ,31.329833,-101.131360
87,Well 1,347 ,888 ,294 ,31.329833,-101.131360
88,Well 1,367 ,879 ,261 ,31.329833,-101.131360
89,Well 1,314 ,810 ,269 ,31.329833,-101.131360
90,Well 1,319 ,717 ,216 ,31.329833,-101.131360
91,Well 1,364 ,741 ,276 ,31.329833,-101.131360
92,Well 1,325 ,808 ,256 ,31.329833,-101.131360
93,Well 1,324 ,722 ,251 ,31.329833,-101.131360
94,Well 1,333 ,731 ,253 ,31.329833,-101.131360
95,Well 1,296 ,775 ,287 ,31.329833,-101.131360
96,Well 1,297 ,691 ,257 ,31.329833,-101.131360
97,Well 1,310 ,665 ,242 ,31.329833,-101.131360
98,Well 1,369 ,675 ,236 ,31.329833,-101.131360
99,Well 1,261 ,676 ,223 ,31.329833,-101.131360
100,Well 1,281 ,679 ,220 ,31.329833,-101.131360
101,Well 1,324 ,644 ,224 ,31.329833,-101.131360
102,Well 1,292 ,623 ,231 ,31.329833,-101.131360
103,Well 1,270 ,698 ,224 ,31.329833,-101.131360
104,Well 1,314 ,695 ,219 ,31.329833,-101.131360
105,Well 1,294 ,678 ,229 ,31.329833,-101.131360
106,Well 1,291 ,676 ,213 ,31.329833,-101.131360
107,Well 1,287 ,676 ,211 ,31.329833,-101.131360
108,Well 1,286 ,667 ,214 ,31.329833,-101.131360
109,Well 1,316 ,667 ,210 ,31.329833,-101.131360
110,Well 1,261 ,670 ,208 ,31.329833,-101.131360
111,Well 1,287 ,669 ,210 ,31.329833,-101.131360
112,Well 1,277 ,661 ,200 ,31.329833,-101.131360
113,Well 1,294 ,661 ,211 ,31.329833,-101.131360
114,Well 1,245 ,683 ,217 ,31.329833,-101.131360
115,Well 1,309 ,693 ,204 ,31.329833,-101.131360
116,Well 1,261 ,660 ,190 ,31.329833,-101.131360
117,Well 1,280 ,647 ,201 ,31.329833,-101.131360
118,Well 1,279 ,666 ,209 ,31.329833,-101.131360
119,Well 1,263 ,665 ,187 ,31.329833,-101.131360
120,Well 1,262 ,640 ,190 ,31.329833,-101.131360
121,Well 1,273 ,724 ,205 ,31.329833,-101.131360
122,Well 1,246 ,647 ,183 ,31.329833,-101.131360
123,Well 1,273 ,592 ,191 ,31.329833,-101.131360
124,Well 1,206 ,657 ,266 ,31.329833,-101.131360
125,Well 1,226 ,702 ,241 ,31.329833,-101.131360
126,Well 1,238 ,649 ,209 ,31.329833,-101.131360
127,Well 1,343 ,613 ,200 ,31.329833,-101.131360
128,Well 1,253 ,606 ,190 ,31.329833,-101.131360
129,Well 1,251 ,607 ,178 ,31.329833,-101.131360
130,Well 1,402 ,608 ,201 ,31.329833,-101.131360
131,Well 1,106 ,618 ,190 ,31.329833,-101.131360
132,Well 1,252 ,666 ,189 ,31.329833,-101.131360
133,Well 1,274 ,652 ,197 ,31.329833,-101.131360
134,Well 1,232 ,659 ,207 ,31.329833,-101.131360
135,Well 1,254 ,643 ,152 ,31.329833,-101.131360
136,Well 1,269 ,630 ,192 ,31.329833,-101.131360
137,Well 1,224 ,615 ,204 ,31.329833,-101.131360
138,Well 1,242 ,591 ,178 ,31.329833,-101.131360
139,Well 1,249 ,604 ,162 ,31.329833,-101.131360
140,Well 1,247 ,630 ,172 ,31.329833,-101.131360
141,Well 1,236 ,629 ,179 ,31.329833,-101.131360
142,Well 1,242 ,626 ,176 ,31.329833,-101.131360
143,Well 1,240 ,627 ,177 ,31.329833,-101.131360
144,Well 1,224 ,606 ,168 ,31.329833,-101.131360
145,Well 1,235 ,590 ,168 ,31.329833,-101.131360
146,Well 1,225 ,595 ,174 ,31.329833,-101.131360
147,Well 1,236 ,596 ,161 ,31.329833,-101.131360
148,Well 1,226 ,585 ,157 ,31.329833,-101.131360
149,Well 1,232 ,600 ,172 ,31.329833,-101.131360
150,Well 1,251 ,603 ,173 ,31.329833,-101.131360
151,Well 1,227 ,608 ,162 ,31.329833,-101.131360
152,Well 1,236 ,598 ,198 ,31.329833,-101.131360
153,Well 1,222 ,583 ,159 ,31.329833,-101.131360
154,Well 1,252 ,580 ,201 ,31.329833,-101.131360
155,Well 1,186 ,537 ,130 ,31.329833,-101.131360
156,Well 1,229 ,596 ,158 ,31.329833,-101.131360
157,Well 1,243 ,566 ,168 ,31.329833,-101.131360
158,Well 1,218 ,575 ,153 ,31.329833,-101.131360
159,Well 1,212 ,540 ,146 ,31.329833,-101.131360
160,Well 1,224 ,561 ,157 ,31.329833,-101.131360
161,Well 1,236 ,582 ,165 ,31.329833,-101.131360
162,Well 1,201 ,592 ,164 ,31.329833,-101.131360
163,Well 1,206 ,589 ,163 ,31.329833,-101.131360
164,Well 1,212 ,586 ,151 ,31.329833,-101.131360
165,Well 1,247 ,571 ,172 ,31.329833,-101.131360
166,Well 1,198 ,579 ,138 ,31.329833,-101.131360
167,Well 1,219 ,585 ,160 ,31.329833,-101.131360
168,Well 1,204 ,591 ,158 ,31.329833,-101.131360
169,Well 1,220 ,612 ,159 ,31.329833,-101.131360
170,Well 1,217 ,596 ,154 ,31.329833,-101.131360
171,Well 1,218 ,569 ,153 ,31.329833,-101.131360
172,Well 1,201 ,541 ,145 ,31.329833,-101.131360
173,Well 1,290 ,542 ,197 ,31.329833,-101.131360
174,Well 1,131 ,543 ,98 ,31.329833,-101.131360
175,Well 1,246 ,541 ,185 ,31.329833,-101.131360
176,Well 1,182 ,584 ,126 ,31.329833,-101.131360
177,Well 1,218 ,589 ,159 ,31.329833,-101.131360
178,Well 1,209 ,572 ,150 ,31.329833,-101.131360
179,Well 1,207 ,567 ,145 ,31.329833,-101.131360
180,Well 1,189 ,562 ,153 ,31.329833,-101.131360
181,Well 1,213 ,551 ,148 ,31.329833,-101.131360
182,Well 1,197 ,543 ,148 ,31.329833,-101.131360
183,Well 1,192 ,546 ,147 ,31.329833,-101.131360
184,Well 1,207 ,545 ,153 ,31.329833,-101.131360
185,Well 1,204 ,550 ,150 ,31.329833,-101.131360
186,Well 1,203 ,548 ,150 ,31.329833,-101.131360
187,Well 1,190 ,550 ,150 ,31.329833,-101.131360
188,Well 1,201 ,553 ,150 ,31.329833,-101.131360
189,Well 1,188 ,558 ,151 ,31.329833,-101.131360
190,Well 1,212 ,552 ,151 ,31.329833,-101.131360
191,Well 1,229 ,543 ,152 ,31.329833,-101.131360
192,Well 1,198 ,546 ,152 ,31.329833,-101.131360
193,Well 1,144 ,485 ,115 ,31.329833,-101.131360
194,Well 1,165 ,528 ,120 ,31.329833,-101.131360
195,Well 1,190 ,487 ,136 ,31.329833,-101.131360
196,Well 1,185 ,489 ,128 ,31.329833,-101.131360
197,Well 1,184 ,480 ,183 ,31.329833,-101.131360
198,Well 1,212 ,475 ,141 ,31.329833,-101.131360
199,Well 1,195 ,483 ,133 ,31.329833,-101.131360
200,Well 1,184 ,491 ,129 ,31.329833,-101.131360
201,Well 1,195 ,519 ,137 ,31.329833,-101.131360
202,Well 1,188 ,522 ,140 ,31.329833,-101.131360
203,Well 1,184 ,522 ,133 ,31.329833,-101.131360
204,Well 1,173 ,517 ,152 ,31.329833,-101.131360
205,Well 1,196 ,517 ,130 ,31.329833,-101.131360
206,Well 1,224 ,517 ,160 ,31.329833,-101.131360
207,Well 1,159 ,514 ,118 ,31.329833,-101.131360
208,Well 1,181 ,516 ,122 ,31.329833,-101.131360
209,Well 1,186 ,508 ,143 ,31.329833,-101.131360
210,Well 1,176 ,475 ,140 ,31.329833,-101.131360
211,Well 1,142 ,507 ,141 ,31.329833,-101.131360
212,Well 1,195 ,535 ,145 ,31.329833,-101.131360
213,Well 1,191 ,552 ,138 ,31.329833,-101.131360
214,Well 1,180 ,547 ,133 ,31.329833,-101.131360
215,Well 1,176 ,540 ,129 ,31.329833,-101.131360
216,Well 1,188 ,526 ,135 ,31.329833,-101.131360
217,Well 1,159 ,495 ,129 ,31.329833,-101.131360
218,Well 1,183 ,518 ,123 ,31.329833,-101.131360
219,Well 1,221 ,475 ,158 ,31.329833,-101.131360
220,Well 1,136 ,453 ,101 ,31.329833,-101.131360
221,Well 1,173 ,493 ,124 ,31.329833,-101.131360
222,Well 1,188 ,531 ,136 ,31.329833,-101.131360
223,Well 1,181 ,498 ,130 ,31.329833,-101.131360
224,Well 1,176 ,513 ,131 ,31.329833,-101.131360
225,Well 1,156 ,393 ,110 ,31.329833,-101.131360
226,Well 1,168 ,449 ,122 ,31.329833,-101.131360
227,Well 1,175 ,436 ,128 ,31.329833,-101.131360
228,Well 1,172 ,433 ,117 ,31.329833,-101.131360
229,Well 1,154 ,434 ,114 ,31.329833,-101.131360
230,Well 1,178 ,453 ,116 ,31.329833,-101.131360
231,Well 1,167 ,399 ,116 ,31.329833,-101.131360
232,Well 1,166 ,437 ,115 ,31.329833,-101.131360
233,Well 1,171 ,434 ,120 ,31.329833,-101.131360
234,Well 1,170 ,439 ,141 ,31.329833,-101.131360
235,Well 1,184 ,414 ,121 ,31.329833,-101.131360
236,Well 1,180 ,542 ,134 ,31.329833,-101.131360
237,Well 1,175 ,345 ,98 ,31.329833,-101.131360
238,Well 1,184 ,445 ,101 ,31.329833,-101.131360
239,Well 1,181 ,530 ,125 ,31.329833,-101.131360
240,Well 1,174 ,544 ,120 ,31.329833,-101.131360
241,Well 1,193 ,531 ,135 ,31.329833,-101.131360
242,Well 1,168 ,542 ,0 ,31.329833,-101.131360
243,Well 1,186 ,555 ,148 ,31.329833,-101.131360
244,Well 1,123 ,523 ,115 ,31.329833,-101.131360
245,Well 1,169 ,485 ,127 ,31.329833,-101.131360
246,Well 1,166 ,484 ,124 ,31.329833,-101.131360
247,Well 1,173 ,489 ,122 ,31.329833,-101.131360
248,Well 1,152 ,457 ,114 ,31.329833,-101.131360
249,Well 1,97 ,387 ,74 ,31.329833,-101.131360
250,Well 1,171 ,302 ,118 ,31.329833,-101.131360
251,Well 1,169 ,495 ,123 ,31.329833,-101.131360
252,Well 1,170 ,475 ,124 ,31.329833,-101.131360
253,Well 1,165 ,471 ,124 ,31.329833,-101.131360
254,Well 1,141 ,436 ,108 ,31.329833,-101.131360
255,Well 1,187 ,344 ,128 ,31.329833,-101.131360
256,Well 1,174 ,497 ,118 ,31.329833,-101.131360
257,Well 1,167 ,501 ,115 ,31.329833,-101.131360
258,Well 1,146 ,451 ,110 ,31.329833,-101.131360
259,Well 1,170 ,373 ,111 ,31.329833,-101.131360
260,Well 1,162 ,425 ,110 ,31.329833,-101.131360
261,Well 1,151 ,442 ,113 ,31.329833,-101.131360
262,Well 1,182 ,411 ,113 ,31.329833,-101.131360
263,Well 1,174 ,381 ,122 ,31.329833,-101.131360
264,Well 1,175 ,487 ,121 ,31.329833,-101.131360
265,Well 1,139 ,460 ,117 ,31.329833,-101.131360
266,Well 1,165 ,496 ,120 ,31.329833,-101.131360
267,Well 1,159 ,479 ,120 ,31.329833,-101.131360
268,Well 1,145 ,481 ,133 ,31.329833,-101.131360
269,Well 1,175 ,410 ,125 ,31.329833,-101.131360
270,Well 1,135 ,439 ,98 ,31.329833,-101.131360
271,Well 1,145 ,431 ,105 ,31.329833,-101.131360
272,Well 1,166 ,376 ,126 ,31.329833,-101.131360
273,Well 1,174 ,519 ,160 ,31.329833,-101.131360
274,Well 1,163 ,583 ,85 ,31.329833,-101.131360
275,Well 1,147 ,576 ,127 ,31.329833,-101.131360
276,Well 1,143 ,555 ,112 ,31.329833,-101.131360
277,Well 1,147 ,495 ,118 ,31.329833,-101.131360
278,Well 1,148 ,460 ,106 ,31.329833,-101.131360
279,Well 1,143 ,340 ,114 ,31.329833,-101.131360
280,Well 1,153 ,403 ,111 ,31.329833,-101.131360
281,Well 1,137 ,432 ,105 ,31.329833,-101.131360
282,Well 1,128 ,397 ,109 ,31.329833,-101.131360
283,Well 1,156 ,318 ,103 ,31.329833,-101.131360
284,Well 1,162 ,420 ,115 ,31.329833,-101.131360
285,Well 1,132 ,386 ,94 ,31.329833,-101.131360
286,Well 1,130 ,349 ,97 ,31.329833,-101.131360
287,Well 1,156 ,325 ,115 ,31.329833,-101.131360
288,Well 1,142 ,405 ,98 ,31.329833,-101.131360
289,Well 1,152 ,463 ,110 ,31.329833,-101.131360
290,Well 1,168 ,451 ,126 ,31.329833,-101.131360
291,Well 1,150 ,478 ,105 ,31.329833,-101.131360
292,Well 1,127 ,441 ,94 ,31.329833,-101.131360
293,Well 1,1 ,203 ,6 ,31.329833,-101.131360
294,Well 1,0 ,132 ,0 ,31.329833,-101.131360
295,Well 1,0 ,78 ,0 ,31.329833,-101.131360
296,Well 1,0 ,3 ,0 ,31.329833,-101.131360
297,Well 1,0 ,0 ,0 ,31.329833,-101.131360
298,Well 1,0 ,0 ,0 ,31.329833,-101.131360
299,Well 1,0 ,0 ,0 ,31.329833,-101.131360
300,Well 1,0 ,0 ,0 ,31.329833,-101.131360
301,Well 1,0 ,0 ,0 ,31.329833,-101.131360
302,Well 1,0 ,0 ,0 ,31.329833,-101.131360
303,Well 1,0 ,0 ,0 ,31.329833,-101.131360
304,Well 1,73 ,0 ,237 ,31.329833,-101.131360
305,Well 1,0 ,0 ,127 ,31.329833,-101.131360
306,Well 1,39 ,0 ,119 ,31.329833,-101.131360
307,Well 1,39 ,0 ,123 ,31.329833,-101.131360
308,Well 1,181 ,0 ,220 ,31.329833,-101.131360
309,Well 1,128 ,0 ,99 ,31.329833,-101.131360
310,Well 1,101 ,0 ,143 ,31.329833,-101.131360
311,Well 1,63 ,0 ,141 ,31.329833,-101.131360
312,Well 1,152 ,232 ,122 ,31.329833,-101.131360
313,Well 1,259 ,249 ,198 ,31.329833,-101.131360
314,Well 1,138 ,250 ,220 ,31.329833,-101.131360
315,Well 1,187 ,260 ,187 ,31.329833,-101.131360
316,Well 1,85 ,257 ,125 ,31.329833,-101.131360
317,Well 1,117 ,268 ,140 ,31.329833,-101.131360
318,Well 1,158 ,198 ,160 ,31.329833,-101.131360
319,Well 1,201 ,218 ,155 ,31.329833,-101.131360
320,Well 1,147 ,219 ,33 ,31.329833,-101.131360
321,Well 1,182 ,413 ,30 ,31.329833,-101.131360
322,Well 1,98 ,226 ,57 ,31.329833,-101.131360
323,Well 1,156 ,231 ,92 ,31.329833,-101.131360
324,Well 1,154 ,257 ,124 ,31.329833,-101.131360
325,Well 1,124 ,246 ,113 ,31.329833,-101.131360
326,Well 1,145 ,273 ,82 ,31.329833,-101.131360
327,Well 1,159 ,250 ,107 ,31.329833,-101.131360
328,Well 1,123 ,219 ,80 ,31.329833,-101.131360
329,Well 1,150 ,219 ,86 ,31.329833,-101.131360
330,Well 1,148 ,236 ,66 ,31.329833,-101.131360
331,Well 1,142 ,253 ,127 ,31.329833,-101.131360
332,Well 1,199 ,197 ,203 ,31.329833,-101.131360
333,Well 1,90 ,223 ,39 ,31.329833,-101.131360
334,Well 1,81 ,273 ,85 ,31.329833,-101.131360
335,Well 1,68 ,276 ,146 ,31.329833,-101.131360
336,Well 1,132 ,256 ,114 ,31.329833,-101.131360
337,Well 1,136 ,253 ,66 ,31.329833,-101.131360
338,Well 1,109 ,252 ,99 ,31.329833,-101.131360
339,Well 1,197 ,270 ,91 ,31.329833,-101.131360
340,Well 1,122 ,252 ,90 ,31.329833,-101.131360
341,Well 1,212 ,250 ,115 ,31.329833,-101.131360
342,Well 1,70 ,240 ,91 ,31.329833,-101.131360
343,Well 1,109 ,244 ,91 ,31.329833,-101.131360
344,Well 1,174 ,245 ,63 ,31.329833,-101.131360
345,Well 1,99 ,207 ,135 ,31.329833,-101.131360
346,Well 1,145 ,275 ,102 ,31.329833,-101.131360
347,Well 1,143 ,275 ,102 ,31.329833,-101.131360
348,Well 1,221 ,267 ,21 ,31.329833,-101.131360
349,Well 1,53 ,279 ,124 ,31.329833,-101.131360
350,Well 1,140 ,275 ,110 ,31.329833,-101.131360
351,Well 1,91 ,265 ,58 ,31.329833,-101.131360
352,Well 1,155 ,268 ,138 ,31.329833,-101.131360
353,Well 1,111 ,268 ,82 ,31.329833,-101.131360
354,Well 1,133 ,217 ,77 ,31.329833,-101.131360
355,Well 1,144 ,293 ,96 ,31.329833,-101.131360
356,Well 1,145 ,287 ,105 ,31.329833,-101.131360
357,Well 1,138 ,299 ,125 ,31.329833,-101.131360
358,Well 1,137 ,299 ,110 ,31.329833,-101.131360
359,Well 1,130 ,284 ,110 ,31.329833,-101.131360
360,Well 1,110 ,252 ,88 ,31.329833,-101.131360
361,Well 1,127 ,303 ,91 ,31.329833,-101.131360
362,Well 1,116 ,285 ,121 ,31.329833,-101.131360
363,Well 1,130 ,283 ,77 ,31.329833,-101.131360
364,Well 1,129 ,291 ,105 ,31.329833,-101.131360
365,Well 1,134 ,305 ,105 ,31.329833,-101.131360
366,Well 1,143 ,310 ,77 ,31.329833,-101.131360
367,Well 1,133 ,303 ,69 ,31.329833,-101.131360
368,Well 1,109 ,308 ,98 ,31.329833,-101.131360
369,Well 1,179 ,367 ,148 ,31.329833,-101.131360
370,Well 1,165 ,301 ,104 ,31.329833,-101.131360
371,Well 1,126 ,306 ,115 ,31.329833,-101.131360
372,Well 1,123 ,296 ,77 ,31.329833,-101.131360
373,Well 1,112 ,296 ,91 ,31.329833,-101.131360
374,Well 1,145 ,302 ,104 ,31.329833,-101.131360
375,Well 1,156 ,307 ,82 ,31.329833,-101.131360
376,Well 1,124 ,325 ,100 ,31.329833,-101.131360
377,Well 1,126 ,308 ,195 ,31.329833,-101.131360
378,Well 1,130 ,309 ,89 ,31.329833,-101.131360
379,Well 1,137 ,390 ,121 ,31.329833,-101.131360
380,Well 1,146 ,440 ,124 ,31.329833,-101.131360
381,Well 1,128 ,441 ,93 ,31.329833,-101.131360
382,Well 1,130 ,312 ,99 ,31.329833,-101.131360
383,Well 1,109 ,379 ,94 ,31.329833,-101.131360
384,Well 1,144 ,340 ,82 ,31.329833,-101.131360
385,Well 1,109 ,420 ,109 ,31.329833,-101.131360
386,Well 1,133 ,454 ,60 ,31.329833,-101.131360
387,Well 1,134 ,451 ,91 ,31.329833,-101.131360
388,Well 1,145 ,352 ,118 ,31.329833,-101.131360
389,Well 1,113 ,417 ,83 ,31.329833,-101.131360
390,Well 1,137 ,422 ,88 ,31.329833,-101.131360
391,Well 1,70 ,443 ,95 ,31.329833,-101.131360
392,Well 1,129 ,320 ,86 ,31.329833,-101.131360
393,Well 1,138 ,298 ,107 ,31.329833,-101.131360
394,Well 1,131 ,423 ,110 ,31.329833,-101.131360
395,Well 1,135 ,445 ,143 ,31.329833,-101.131360
396,Well 1,122 ,459 ,102 ,31.329833,-101.131360
397,Well 1,123 ,311 ,83 ,31.329833,-101.131360
398,Well 1,112 ,438 ,76 ,31.329833,-101.131360
399,Well 1,128 ,339 ,85 ,31.329833,-101.131360
400,Well 1,134 ,311 ,95 ,31.329833,-101.131360
401,Well 1,125 ,326 ,87 ,31.329833,-101.131360
402,Well 1,137 ,343 ,104 ,31.329833,-101.131360
403,Well 1,131 ,391 ,91 ,31.329833,-101.131360
404,Well 1,109 ,411 ,67 ,31.329833,-101.131360
405,Well 1,120 ,317 ,93 ,31.329833,-101.131360
406,Well 1,137 ,340 ,157 ,31.329833,-101.131360
407,Well 1,123 ,354 ,82 ,31.329833,-101.131360
408,Well 1,131 ,349 ,91 ,31.329833,-101.131360
